frame,brightness,size,catchlights,blink
876,0.0,0,0,1
877,0.0,0,0,1
878,48.22,200,1,1
879,48.426923076923075,520,1,1
880,50.1764705882353,238,1,1
881,52.39593908629442,394,1,1
882,54.13240418118467,574,2,1
883,52.10771704180064,1244,4,0
884,56.02389705882353,1088,3,0
885,55.646420824295014,922,2,1
886,57.729166666666664,1248,3,0
887,57.26003490401396,1146,3,0
888,57.02892561983471,968,2,1
889,55.82534246575342,1168,3,0
890,56.31147540983606,1098,3,0
891,56.52743902439025,1312,3,0
892,57.31240875912409,1370,3,0
893,57.80551905387648,1522,3,0
894,58.288776796973515,1586,3,0
895,59.036745406824146,1524,3,0
896,58.55642023346304,1542,3,0
897,59.51315789473684,608,1,1
898,58.6554054054054,1776,3,0
899,59.36030204962244,1854,3,0
900,59.43770672546858,1814,3,0
